Name,Type,Region,Address,City,Postal Code,State,Longitude,Latitude,ID
Centro Riabil. Santeram0 1,RIA,Puglia,,,,Italy,,,GQF378
Centro Riabil. Triggiano,RIA,Puglia,,,,Italy,,,IVR294
Centro Riabilit. Pol. S.Maria,RIA,Puglia,,,,Italy,,,WMO157
Centro Riabilitazione Altamura,RIA,Puglia,,,,Italy,,,IHA915
Centro Riabilitazione Bitonto,RIA,Puglia,,,,Italy,,,DGL398
Centro Riabilitazione Bitritto,RIA,Puglia,,,,Italy,,,FMG710
Centro Riabilitazione Cassano,RIA,Puglia,,,,Italy,,,HYP200
Centro Riabilitazione Corato,RIA,Puglia,,,,Italy,,,FAG655
Centro Riabilitazione D.S.S.8,RIA,Puglia,,,,Italy,,,TGP839
Centro Riabilitazione Ex Cto,RIA,Puglia,,,,Italy,,,RFW364
Centro Riabilitazione Giovinaz,RIA,Puglia,,,,Italy,,,LEP808
Centro Riabilitazione Gravina,RIA,Puglia,,,,Italy,,,ABG136
Centro Riabilitazione Molfetta,RIA,Puglia,,,,Italy,,,UKU971
Centro Riabilitazione Noci,RIA,Puglia,,,,Italy,,,DDD310
Centro Riabilitazione P.Pio,RIA,Puglia,,,,Italy,,,QJL616
Centro Riabilitazione Ruvo P,RIA,Puglia,,,,Italy,,,ZII250
Centro Riabilitazione S.Paolo,RIA,Puglia,,,,Italy,,,KRR588
Centro Riabilitazione Terlizzi,RIA,Puglia,,,,Italy,,,DLN527
Centro Riabilitazione Toritto,RIA,Puglia,,,,Italy,,,BLH734
Centro Riabilitazione Turi,RIA,Puglia,,,,Italy,,,VNF192
Centro Vaccinale C/O Centro Anziani,STS,Puglia,,,,Italy,,,FSX304
Centro Vaccinale C/O Centro Anziani - Bozzano,STS,Puglia,,,,Italy,,,WPL179
Centro Vaccinale C/O Centro Commerciale Conforama,STS,Puglia,,,,Italy,,,QYS339
Centro Vaccinale C/O Centro Educazione Ambientale,STS,Puglia,,,,Italy,,,WKT788
Centro Vaccinale C/O Chiostro Dei Frati Minori Osservanti,STS,Puglia,,,,Italy,,,HDM180
Centro Vaccinale C/O Contenitore Culturale  ¿Don Giuseppe Vinci¿,STS,Puglia,,,,Italy,,,ERC813
Centro Vaccinale C/O Istituto Marconi - Flacco,STS,Puglia,,,,Italy,,,LYK230
Centro Vaccinale C/O Istituto Tecnico Commerciale Valzani,STS,Puglia,,,,Italy,,,VWU227
Centro Vaccinale C/O Nave  Aida Blu,STS,Puglia,,,,Italy,,,EXT302
Centro Vaccinale C/O Nave Explorer,STS,Puglia,,,,Italy,,,AZC764
Centro Vaccinale C/O Nave Norwegian Down,STS,Puglia,,,,Italy,,,WIK423
Centro Vaccinale C/O Nave Norwegian Spirit,STS,Puglia,,,,Italy,,,YXV908
Centro Vaccinale C/O Palazzetto Dello Sport,STS,Puglia,,,,Italy,,,CFQ906
Centro Vaccinale C/O Palazzetto Dello Sport ¿Palagentile¿,STS,Puglia,,,,Italy,,,YZA186
Centro Vaccinale C/O Palestra Leonardo Da Vinci,STS,Puglia,,,,Italy,,,MCI993
Centro Vaccinale C/O Palestra Scuola De Amicis,STS,Puglia,,,,Italy,,,GPF628
Centro Vaccinale C/O Palestra Scuola Falcone,STS,Puglia,,,,Italy,,,TWB543
Centro Vaccinale C/O Palestra Scuola Media A. Manzoni,STS,Puglia,,,,Italy,,,QIV234
Centro Vaccinale C/O Palestra Scuola Media G. Mazzini,STS,Puglia,,,,Italy,,,QVX966
Centro Vaccinale C/O Palestra Scuola Primaria Valesium,STS,Puglia,,,,Italy,,,NZY846
Centro Vaccinale C/O Plesso Scolastico,STS,Puglia,,,,Italy,,,GPL941
Centro Vaccinale C/O Pressostatico,STS,Puglia,,,,Italy,,,GNS562
Centro Vaccinale C/O Scuola Primaria,STS,Puglia,,,,Italy,,,VAC870
Centro Vaccinale C/O Struttura Comunale Istituto Pio Caterina Scazzeri,STS,Puglia,,,,Italy,,,WXX545
Centro Vaccinale C/O Truttura Tensostatica,STS,Puglia,,,,Italy,,,TKO509
Centro Vaccinale Hub 1,STS,Puglia,,,,Italy,,,DDO466
Centro Vaccinale Hub 10,STS,Puglia,,,,Italy,,,ZMP782
Centro Vaccinale Hub 11,STS,Puglia,,,,Italy,,,PRP111
Centro Vaccinale Hub 12,STS,Puglia,,,,Italy,,,QGW783
Centro Vaccinale Hub 13,STS,Puglia,,,,Italy,,,SCE443
Centro Vaccinale Hub 14,STS,Puglia,,,,Italy,,,HLR475
Centro Vaccinale Hub 15,STS,Puglia,,,,Italy,,,LDW243
Centro Vaccinale Hub 16,STS,Puglia,,,,Italy,,,TAR411
Centro Vaccinale Hub 17,STS,Puglia,,,,Italy,,,LHK766
Centro Vaccinale Hub 18,STS,Puglia,,,,Italy,,,EHE612
Centro Vaccinale Hub 19,STS,Puglia,,,,Italy,,,MWL475
Centro Vaccinale Hub 2,STS,Puglia,,,,Italy,,,POY425
Centro Vaccinale Hub 20,STS,Puglia,,,,Italy,,,IZW299
Centro Vaccinale Hub 21,STS,Puglia,,,,Italy,,,DJI729
Centro Vaccinale Hub 22,STS,Puglia,,,,Italy,,,XKL472
Centro Vaccinale Hub 23,STS,Puglia,,,,Italy,,,YHD824
Centro Vaccinale Hub 24,STS,Puglia,,,,Italy,,,URG674
Centro Vaccinale Hub 25,STS,Puglia,,,,Italy,,,PXZ543
Centro Vaccinale Hub 26,STS,Puglia,,,,Italy,,,WXR903
Centro Vaccinale Hub 3,STS,Puglia,,,,Italy,,,CWC465
Centro Vaccinale Hub 4,STS,Puglia,,,,Italy,,,KMC575
Centro Vaccinale Hub 6,STS,Puglia,,,,Italy,,,DZX374
Centro Vaccinale Hub 7,STS,Puglia,,,,Italy,,,JJA278
Centro Vaccinale Hub 8,STS,Puglia,,,,Italy,,,ICP997
Centro Vaccinale Hub 9,STS,Puglia,,,,Italy,,,EIK977
"Centro Vaccinaz. Centro Servizi, Lotto B - San Ferdinando Di P.",STS,Puglia,,,,Italy,,,UBC972
Centro Vaccinaz. Pala Assi - Trani,STS,Puglia,,,,Italy,,,DLN376
Centro Vaccinaz. Palacosmai - Bisceglie,STS,Puglia,,,,Italy,,,QJZ916
Centro Vaccinaz. Paladisfida - Barletta,STS,Puglia,,,,Italy,,,SCE644
Centro Vaccinaz. Palazzetto Dello Sport - Canosa Di Puglia,STS,Puglia,,,,Italy,,,PAO366
Centro Vaccinaz. Palazzetto Dello Sport - Minervino Murge,STS,Puglia,,,,Italy,,,HVM704
Centro Vaccinaz. Palestra Scuola Elementare Don Milani -Trinitapoli,STS,Puglia,,,,Italy,,,PFO843
Centro Vaccinaz. Sala Innocenzo Xii - Spinazzola,STS,Puglia,,,,Italy,,,YBH195
Centro Vaccinaz. Scuola Media Pascoli - Margherita Di S.Avoia,STS,Puglia,,,,Italy,,,HIC640
Centro Vaccinaz. Struttura Polivalente San Valentino - Andria,STS,Puglia,,,,Italy,,,XZT704
Centro Vaccinazione -  Erchie,STS,Puglia,,,,Italy,,,OTG670
Centro Vaccinazione -  Fasano,STS,Puglia,,,,Italy,,,VLD930
Centro Vaccinazione -  Francavilla F.Na,STS,Puglia,,,,Italy,,,UWM216
Centro Vaccinazione -  Latiano,STS,Puglia,,,,Italy,,,UPK839
Centro Vaccinazione -  Mesagne,STS,Puglia,,,,Italy,,,AUX112
Centro Vaccinazione -  Oria,STS,Puglia,,,,Italy,,,LHV365
Centro Vaccinazione -  Ostuni,STS,Puglia,,,,Italy,,,IFO404
Centro Vaccinazione -  San Michele S.No,STS,Puglia,,,,Italy,,,WLW730
Centro Vaccinazione -  San Pancrazio S.No,STS,Puglia,,,,Italy,,,FFX986
Centro Vaccinazione -  San Pietro V.Co,STS,Puglia,,,,Italy,,,LPY468
Centro Vaccinazione -  Torchiarolo,STS,Puglia,,,,Italy,,,ZHQ703
Centro Vaccinazione -  Villa Castelli,STS,Puglia,,,,Italy,,,CPD381
Centro Vaccinazione - Carovigno,STS,Puglia,,,,Italy,,,WMZ902
Centro Vaccinazione - Ceglie M.Ca,STS,Puglia,,,,Italy,,,IHJ905
Centro Vaccinazione - Cisternino,STS,Puglia,,,,Italy,,,RAH789
Centro Vaccinazione - Di Summa,STS,Puglia,,,,Italy,,,MAB949
Centro Vaccinazione - Perrino,STS,Puglia,,,,Italy,,,PWX230
Centro Vaccinazione - San Donaci,STS,Puglia,,,,Italy,,,RJR447
Centro Vaccinazione - San Vito Dei N.,STS,Puglia,,,,Italy,,,CSN219
Centro Vaccinazione - Torre Santa Susanna,STS,Puglia,,,,Italy,,,DKC990
Cittadella Della Salute Presicce,STS,Puglia,,,,Italy,,,CUA931
"Comunita' Alloggio Per Anziani ""Santa Maria"" Cocumola",STS,Puglia,,,,Italy,,,HYS574
"Comunita' Educativa Per Minori ""Ambaraba'"" Carmiano",STS,Puglia,,,,Italy,,,GJL983
Dart - Utr N. 1,RIA,Puglia,,,,Italy,,,SND418
Dart - Utr N. 2,RIA,Puglia,,,,Italy,,,HNR532
Dart - Utr N. 7,RIA,Puglia,,,,Italy,,,OMD253
Dart Dipart. Ass. Riab. Territ,RIA,Puglia,,,,Italy,,,GDZ209
Dart- Utr N .6,RIA,Puglia,,,,Italy,,,FZG918
Dart- Utr N. 5,RIA,Puglia,,,,Italy,,,WSD915
Dip. Riab. Età Adulta,RIA,Puglia,,,,Italy,,,FEL828
Direzione Dipartimento Di Prevenzione - Ambulatorio Vaccinale,STS,Puglia,,,,Italy,,,UDH968
"Edificio Comunale ""Mercato Delle Idee"" Muro Leccese",STS,Puglia,,,,Italy,,,DCD372
"Edificio Scolastico ""M. Montessori"" Taurisano",STS,Puglia,,,,Italy,,,GWN662
Euroitalia - Casarano,RIA,Puglia,,,,Italy,,,QOW665
Ex Centro Sociale -Parabita,STS,Puglia,,,,Italy,,,JSP545
Ex Scuola Materna -Collepasso,STS,Puglia,,,,Italy,,,OUO500
Frangi Centro Riabilitazione,RIA,Puglia,,,,Italy,,,XTH675
"Gruppo Appartamento ""Azalea"" Veglie",STS,Puglia,,,,Italy,,,YZM252
"Gruppo Appartamento ""Convivendo"" Squinzano",STS,Puglia,,,,Italy,,,FBN292
"Gruppo Appartamento ""Gli Anni D'Oro"" Copertino",STS,Puglia,,,,Italy,,,TXJ832
"Gruppo Appartamento ""La Casa Di Squinzano"" Squinzano",STS,Puglia,,,,Italy,,,KFB312
"Gruppo Appartamento ""Mamma Maria"" Squinzano",STS,Puglia,,,,Italy,,,JWU446
"Gruppo Appartamento ""Nuova Vita"" Squinzano ",STS,Puglia,,,,Italy,,,USX281
"Gruppo Appartamento ""Vivimi"" Squinzano",STS,Puglia,,,,Italy,,,MPN354
Gruppo Appartamento 'Casa Del Nonno' Andrano,STS,Puglia,,,,Italy,,,BAM866
Gruppo Appartamento 'Nonni A Colori' Andrano,STS,Puglia,,,,Italy,,,TMN908
Hub Centro Commerciale 'Porte Dello Ionio' Taranto,STS,Puglia,,,,Italy,,,KOL255
Hub Ginosa Palazzetto Dello Sport,STS,Puglia,,,,Italy,,,NEJ253
Hub Grottaglie Palazzetto Sport 'Alessandro Marinelli',STS,Puglia,,,,Italy,,,RBG687
Hub Manduria Liceo De Sanctis Galilei,STS,Puglia,,,,Italy,,,JWW470
Hub Massafra Palazzetto Dello Sport 'Giovanni Paolo Ii',STS,Puglia,,,,Italy,,,KQE537
Hub Taranto Arsenale Marina Militare,STS,Puglia,,,,Italy,,,RXZ637
Hub Taranto Istituto Comprensivo 'Aldo Moro',STS,Puglia,,,,Italy,,,GLF543
Hub Taranto Palazzetto Comunale Ex Ricciardi,STS,Puglia,,,,Italy,,,LUU446
Hub Taranto Svam - Scuola Volontari Aeronautica Militare,STS,Puglia,,,,Italy,,,AAH844
Ist Riab Padri Trinitari,RIA,Puglia,,,,Italy,,,AXH324
Ist. Quarto Di Palo - Andria,RIA,Puglia,,,,Italy,,,YNA573
Istituti Scolastici E Università Comune Bari Provincia Ba Nome Punto Policlinico,STS,Puglia,,,,Italy,,,PZP763
Istituti Scolastici E Universita' Provincia Taranto,STS,Puglia,,,,Italy,,,IPI446
Istituto Oblate Di Nazareth,STS,Puglia,,,,Italy,,,BUS870
Istituto S. Agostino C.R.,RIA,Puglia,,,,Italy,,,YIW548
Istituto Santa Chiara Srl Lecc,RIA,Puglia,,,,Italy,,,DHE771
Kentron Srl Giovanni Paolo Ii,RIA,Puglia,,,,Italy,,,AOM871
La Ninfea Srl,STS,Puglia,,,,Italy,,,PXR988
La Nostra Famiglia -Lecce,RIA,Puglia,,,,Italy,,,VPM976
Locali Ex Onmi Casarano,STS,Puglia,,,,Italy,,,AXO708
"Museo ""Sigismondo Castromediano"" Lecce",STS,Puglia,,,,Italy,,,TMY924
"Oasi ""Mamma Bella"" Campi Sal.Na",STS,Puglia,,,,Italy,,,WMV232
Osmairm,RIA,Puglia,,,,Italy,,,HGN881
P.R.D. Maglie,RIA,Puglia,,,,Italy,,,XEL847
"Palazzetto Dello Sport ""San Giuseppe Da Copertino"" Lecce",STS,Puglia,,,,Italy,,,WYG928
Palazzetto Dello Sport -Casarano,STS,Puglia,,,,Italy,,,QKJ293
"Palestra Del Liceo Scienze Umane ""Q.Ennio"" Gallipoli",STS,Puglia,,,,Italy,,,DRY792
Presidio Ex Cph Cerignola,RIA,Puglia,,,,Italy,,,DPS317
Presidio Riab. Lucera,RIA,Puglia,,,,Italy,,,VTD624
Presidio Riabil L`Aquilone,RIA,Puglia,,,,Italy,,,ENM561
Presidio Riabilitativo,RIA,Puglia,,,,Italy,,,EFJ589
Presidio Riabilitativo Delicet,RIA,Puglia,,,,Italy,,,HUN484
Presidio Riabilitativo Sng,RIA,Puglia,,,,Italy,,,TID940
Presidio Riabilitazione Valori,RIA,Puglia,,,,Italy,,,OJK621
Pta Di Gagliano Del Capo -Ex Dialisi-,STS,Puglia,,,,Italy,,,ICR115
Punto Primula Vaccinale Palacarbonara-Asl Bari,STS,Puglia,,,,Italy,,,PVU920
Punto Primula Vaccinale Palacarrassi-Asl Bari,STS,Puglia,,,,Italy,,,IEH657
Punto Primula Vaccinale Palalaforgia-Asl Bari,STS,Puglia,,,,Italy,,,WZB657
Punto Primula Vaccinale Palalivatino-Asl Bari,STS,Puglia,,,,Italy,,,SJU176
Punto Primula Vaccinale Palavalenzano-Asl Bari,STS,Puglia,,,,Italy,,,SXG311
Punto Vaccinale Acquaviva,STS,Puglia,,,,Italy,,,LEQ110
Punto Vaccinale Adelfia,STS,Puglia,,,,Italy,,,XOC468
Punto Vaccinale Altamura,STS,Puglia,,,,Italy,,,EIW727
Punto Vaccinale Aps Romanelli Palmieri,STS,Puglia,,,,Italy,,,TCM400
Punto Vaccinale Bitetto,STS,Puglia,,,,Italy,,,UUJ744
Punto Vaccinale Bitonto,STS,Puglia,,,,Italy,,,UPD860
Punto Vaccinale Capurso,STS,Puglia,,,,Italy,,,TTE697
Punto Vaccinale Carbonara,STS,Puglia,,,,Italy,,,FES170
Punto Vaccinale Casa Alberta,STS,Puglia,,,,Italy,,,UHV619
Punto Vaccinale Casa Delle Abilità Speciali-Giovanni Paolo Ii,STS,Puglia,,,,Italy,,,WIZ252
Punto Vaccinale Casamassima,STS,Puglia,,,,Italy,,,UDC415
Punto Vaccinale Cassano,STS,Puglia,,,,Italy,,,LTC748
Punto Vaccinale Castellana,STS,Puglia,,,,Italy,,,BPA482
Punto Vaccinale Cavallino Hotel,STS,Puglia,,,,Italy,,,JCS363
Punto Vaccinale Centro Aziendale Network Contacts S.R.L.-Comune Di Molfetta,STS,Puglia,,,,Italy,,,XPP231
Punto Vaccinale Centro Sociale Educativo Del Comune,STS,Puglia,,,,Italy,,,XBH353
Punto Vaccinale Coppi Service S.R.L.,STS,Puglia,,,,Italy,,,ATT877
Punto Vaccinale Corato,STS,Puglia,,,,Italy,,,YOF431
Punto Vaccinale Di Alberobello,STS,Puglia,,,,Italy,,,IVJ383
Punto Vaccinale Domus Aurea,STS,Puglia,,,,Italy,,,OXZ965
Punto Vaccinale Ex Cto,STS,Puglia,,,,Italy,,,NJI629
Punto Vaccinale Gioia,STS,Puglia,,,,Italy,,,CUQ986
Punto Vaccinale Giovinazzo,STS,Puglia,,,,Italy,,,XXI370
Punto Vaccinale Gravina,STS,Puglia,,,,Italy,,,XNS304
Punto Vaccinale Grumo,STS,Puglia,,,,Italy,,,WJL925
Punto Vaccinale Hub-Altamura,STS,Puglia,,,,Italy,,,HMI883
Punto Vaccinale Hub-Fiera Del Levante Bari,STS,Puglia,,,,Italy,,,KPN608
Punto Vaccinale Hub-Scuola Media Rutigliano-Bitonto,STS,Puglia,,,,Italy,,,SBG634
Punto Vaccinale Insieme,STS,Puglia,,,,Italy,,,SSO865
Punto Vaccinale Japigia,STS,Puglia,,,,Italy,,,DAM238
Punto Vaccinale La Città Della Memoria,STS,Puglia,,,,Italy,,,THI271
Punto Vaccinale La Speranza,STS,Puglia,,,,Italy,,,BOV951
Punto Vaccinale Modugno,STS,Puglia,,,,Italy,,,QAT135
Punto Vaccinale Mola,STS,Puglia,,,,Italy,,,ANG985
Punto Vaccinale Molfetta,STS,Puglia,,,,Italy,,,JIB906
Punto Vaccinale Monopoli,STS,Puglia,,,,Italy,,,KRH487
Punto Vaccinale Noci,STS,Puglia,,,,Italy,,,WRC231
Punto Vaccinale Noicattaro,STS,Puglia,,,,Italy,,,OXK619
Punto Vaccinale Oasi,STS,Puglia,,,,Italy,,,WVV586
Punto Vaccinale Opera Casa Protetta Rssa Di Zazzera Caterina,STS,Puglia,,,,Italy,,,QTG492
Punto Vaccinale Palo Del Colle,STS,Puglia,,,,Italy,,,BCP564
Punto Vaccinale Piccola Casa Beata Chiara-Centro Diurno Alzheimer,STS,Puglia,,,,Italy,,,HTC695
Punto Vaccinale Picone,STS,Puglia,,,,Italy,,,AHT411
Punto Vaccinale Primula Catino,STS,Puglia,,,,Italy,,,NKO277
Punto Vaccinale Putignano,STS,Puglia,,,,Italy,,,COS150
Punto Vaccinale Regeneration Home,STS,Puglia,,,,Italy,,,BGH732
Punto Vaccinale Regina Pacis,STS,Puglia,,,,Italy,,,VAV975
"Punto Vaccinale Residenza Per Anziani ""Carmela Di Briindisi Valentini""",STS,Puglia,,,,Italy,,,JFO717
Punto Vaccinale Residenza Santa Rita,STS,Puglia,,,,Italy,,,AKK803
Punto Vaccinale Rutigliano,STS,Puglia,,,,Italy,,,QRM288
Punto Vaccinale Ruvo Di Puglia,STS,Puglia,,,,Italy,,,KEH251
Punto Vaccinale Sammichele,STS,Puglia,,,,Italy,,,GJA505
Punto Vaccinale San Paolo,STS,Puglia,,,,Italy,,,WFY672
Punto Vaccinale Sannicandro,STS,Puglia,,,,Italy,,,UEN643
Punto Vaccinale Santeramo,STS,Puglia,,,,Italy,,,GUZ247
Punto Vaccinale Santo Spirito,STS,Puglia,,,,Italy,,,VVX446
Punto Vaccinale Terlizzi,STS,Puglia,,,,Italy,,,UKB703
Punto Vaccinale Toritto,STS,Puglia,,,,Italy,,,BBM983
Punto Vaccinale Triggiano,STS,Puglia,,,,Italy,,,ZPL865
Punto Vaccinale Turi,STS,Puglia,,,,Italy,,,SAA171
Punto Vaccinale Valenzano,STS,Puglia,,,,Italy,,,IRE155
Punto Vaccinale Villa Fiorita,STS,Puglia,,,,Italy,,,KPZ966
Punto Vaccinale Windsor Club Del Nonno,STS,Puglia,,,,Italy,,,QXP685
Pvp Poggiardo Ex Asilo,STS,Puglia,,,,Italy,,,RQM494
Residenza Per Anziani Sant'Anna,STS,Puglia,,,,Italy,,,KWY744
Riabilia Centro Riabil.,RIA,Puglia,,,,Italy,,,JVM716
Riabilitazione Modugno,RIA,Puglia,,,,Italy,,,UZQ926
Robinson Club Italia S.P.A. Apulia -Ugento-,STS,Puglia,,,,Italy,,,VQR238
"Rsa ""Buon Pastore"" Lecce",STS,Puglia,,,,Italy,,,UQE437
"Rsa ""Casa Felice"" Novoli",STS,Puglia,,,,Italy,,,FNK879
"Rsa ""La Casa Dei Saggi"" Squinzano ",STS,Puglia,,,,Italy,,,FYF716
"Rsa ""Sacro Cuore"" Lecce",STS,Puglia,,,,Italy,,,MEW796
"Rsa ""Villa Antonella"" Lecce",STS,Puglia,,,,Italy,,,KTE371
"Rsa ""Villa Elena S.R.L."" Novoli",STS,Puglia,,,,Italy,,,IFE635
"Rsa ""Villa Immacolata"" Cutrofiano",STS,Puglia,,,,Italy,,,NKO265
"Rsa Per Anziani ""Santa Croce"" Novoli ",STS,Puglia,,,,Italy,,,ADD417
"Rssa ""Anni D'Oro"" Arnesano",STS,Puglia,,,,Italy,,,BAT482
"Rssa ""Giovanni Paolo Ii"" Soleto",STS,Puglia,,,,Italy,,,YOV707
"Rssa ""Mai Soli"" Leverano",STS,Puglia,,,,Italy,,,ZZE974
"Rssa ""Residenza Solaria"" Carmiano ",STS,Puglia,,,,Italy,,,MCH752
"Rssa ""Tommaso Grasso"" Salice Salentino",STS,Puglia,,,,Italy,,,LQB687
"Rssa ""Villa Antori"" Lizzanello",STS,Puglia,,,,Italy,,,IEU250
"Rssa ""Villa Chiara"" Calimera",STS,Puglia,,,,Italy,,,JRF396
"Rssa ""Villa Sofia"" Lecce",STS,Puglia,,,,Italy,,,DDX452
Rssa Comunale -Martano,STS,Puglia,,,,Italy,,,GSN826
Rssa Villa Dell'Armonia Altea Srl Novoli,STS,Puglia,,,,Italy,,,QEP618
S. Rita Riabilitazione,RIA,Puglia,,,,Italy,,,ISU596
S.A.R.A. Villa Maria Sanita',RIA,Puglia,,,,Italy,,,YLQ382
Sala Comunale Salve,STS,Puglia,,,,Italy,,,JCG268
Scuola Dell'Infanzia -Supersano,STS,Puglia,,,,Italy,,,IUC331
Scuola Elementare -Ruffano,STS,Puglia,,,,Italy,,,HCJ130
Scuole Distretto Di Campi Salentina,STS,Puglia,,,,Italy,,,DYE354
Scuole Distretto Di Casarano,STS,Puglia,,,,Italy,,,XBB210
Scuole Distretto Di Copertino,STS,Puglia,,,,Italy,,,TZE879
Scuole Distretto Di Gagliano Del Capo,STS,Puglia,,,,Italy,,,XBF428
Scuole Distretto Di Galatina,STS,Puglia,,,,Italy,,,DYI532
Scuole Distretto Di Gallipoli,STS,Puglia,,,,Italy,,,HQI406
Scuole Distretto Di Lecce,STS,Puglia,,,,Italy,,,DHU215
Scuole Distretto Di Maglie,STS,Puglia,,,,Italy,,,STX227
Scuole Distretto Di Martano,STS,Puglia,,,,Italy,,,XWO367
Scuole Distretto Di Nardo',STS,Puglia,,,,Italy,,,LSS291
Scuole Distretto Di Poggiardo,STS,Puglia,,,,Italy,,,KSR329
Scuole Distretto Di San Cesario,STS,Puglia,,,,Italy,,,NTP139
Scuole Distretto Di Ugento,STS,Puglia,,,,Italy,,,XOP555
Sede Lega Tumori Montesano Salentino,STS,Puglia,,,,Italy,,,VUC414
Serv. Riabil. Ambul. Lecce,RIA,Puglia,,,,Italy,,,CWP335
Sisp Campi Salentina,STS,Puglia,,,,Italy,,,PPK907
Sisp Casarano,STS,Puglia,,,,Italy,,,TTH205
Sisp Gagliano Del Capo,STS,Puglia,,,,Italy,,,UVJ360
Sisp Galatina,STS,Puglia,,,,Italy,,,BUD739
Sisp Gallipoli,STS,Puglia,,,,Italy,,,NVM375
Sisp Grottaglie - Ambulatorio Vaccinale,STS,Puglia,,,,Italy,,,YRD948
Sisp Lecce,STS,Puglia,,,,Italy,,,BRQ266
Sisp Lizzano - Ambulatorio Vaccinale,STS,Puglia,,,,Italy,,,LGG126
Sisp Maglie,STS,Puglia,,,,Italy,,,FIV555
Sisp Martano,STS,Puglia,,,,Italy,,,ZTL351
Sisp Martina Franca - Ambulatorio Vaccinale,STS,Puglia,,,,Italy,,,CKF272
Sisp Maruggio - Ambulatorio Vaccinale,STS,Puglia,,,,Italy,,,UZA622
Sisp Massafra - Ambulatorio Vaccinale,STS,Puglia,,,,Italy,,,AOQ976
Sisp Monteiasi - Ambulatorio Vaccinale,STS,Puglia,,,,Italy,,,JYV765
Sisp Montemesola - Ambulatorio Vaccinale,STS,Puglia,,,,Italy,,,LSC187
Sisp Nardo',STS,Puglia,,,,Italy,,,KEM707
Sisp Poggiardo,STS,Puglia,,,,Italy,,,VTY810
Sisp San Cesario Di Lecce,STS,Puglia,,,,Italy,,,TIO266
Sisp San Giorgio Ionico - Ambulatorio Vaccinale,STS,Puglia,,,,Italy,,,YYO575
Sisp Taranto - Ambulatorio Vaccinale,STS,Puglia,,,,Italy,,,UUA393
Sisp Tricase,STS,Puglia,,,,Italy,,,JFC312
Sisp Ugento,STS,Puglia,,,,Italy,,,OKX413
Soggiorno Per Anziani Cuore- Putignano,STS,Puglia,,,,Italy,,,NQU594
Soggiorno Per Anziani Cuore-Noci,STS,Puglia,,,,Italy,,,XAZ511
Stabile Zona Industriale -Nardo',STS,Puglia,,,,Italy,,,LMU258
Struttura Operativa Territoriale Della Protezione Civile Campi Sal.Na,STS,Puglia,,,,Italy,,,DXP728
U.O. Riab. Età Evolutiva,RIA,Puglia,,,,Italy,,,IFC238
Vivosa Apulia Resort -Ugento-,STS,Puglia,,,,Italy,,,XDQ767
Zona Industriale -Matino,STS,Puglia,,,,Italy,,,MHW513
A.I.A.S. Centro Riabil Tempio,RIA,Sardegna,,,,Italy,,,YXH313
A.I.A.S. Centro Riabilit. Bono,RIA,Sardegna,,,,Italy,,,YCJ951
A.I.A.S. Guspini,RIA,Sardegna,,,,Italy,,,BZH471
Aias -Arzana-,RIA,Sardegna,,,,Italy,,,CTY785
Aias Assemini,RIA,Sardegna,,,,Italy,,,OGW549
Aias Cagliari,RIA,Sardegna,,,,Italy,,,TCX215
Aias Capoterra,RIA,Sardegna,,,,Italy,,,IKL396
Aias Centro Di Carloforte,RIA,Sardegna,,,,Italy,,,VQF113
Aias Centro Di Cortoghiana,RIA,Sardegna,,,,Italy,,,VBC420
Aias Centro Di Domusnovas,RIA,Sardegna,,,,Italy,,,WNV202
Aias Centro Di Fluminimaggiore,RIA,Sardegna,,,,Italy,,,YVM752
Aias Centro Di Iglesias,RIA,Sardegna,,,,Italy,,,TCG147
Aias Centro Di Sant'Antioco,RIA,Sardegna,,,,Italy,,,COK311
Aias Centro Di Villarios,RIA,Sardegna,,,,Italy,,,GQH920
Aias Centro Riab. Berchidda,RIA,Sardegna,,,,Italy,,,LWM827
Aias Centro Riab. Sanluri,RIA,Sardegna,,,,Italy,,,OKG671
Aias Centro Riab. Serramanna,RIA,Sardegna,,,,Italy,,,XHA156
Aias Centro Riab. Villacidro,RIA,Sardegna,,,,Italy,,,JYL253
Aias Centro Riabilitaz.Sassari,RIA,Sardegna,,,,Italy,,,IRM433
Aias Decimomannu,RIA,Sardegna,,,,Italy,,,PJY429
Aias Lanusei,RIA,Sardegna,,,,Italy,,,HVL921
Aias Lotzorai,RIA,Sardegna,,,,Italy,,,AMD711
Aias Mandas,RIA,Sardegna,,,,Italy,,,UZC302
Aias Monastir,RIA,Sardegna,,,,Italy,,,PWF287
Aias Perdasdefogu,RIA,Sardegna,,,,Italy,,,MIQ170
Aias Pula,RIA,Sardegna,,,,Italy,,,VBW852
Aias Quartu S.Elena,RIA,Sardegna,,,,Italy,,,OPJ428
Aias San Vito,RIA,Sardegna,,,,Italy,,,RNG230
Aias Serdiana,RIA,Sardegna,,,,Italy,,,AIG846
Aias Sestu,RIA,Sardegna,,,,Italy,,,EVG299
Aias Tertenia,RIA,Sardegna,,,,Italy,,,QEM197
Aias Uta,RIA,Sardegna,,,,Italy,,,BJO656
Anffas Di Cagliari,RIA,Sardegna,,,,Italy,,,OWI760
Anffas Di Selargius,RIA,Sardegna,,,,Italy,,,OOW638
Anffas Di Settimo San Pietro,RIA,Sardegna,,,,Italy,,,GZU966
Anffas Onlus Di Cagliari,RIA,Sardegna,,,,Italy,,,BRH106
