denominazione_struttura,tipologia,nome_area
CLINICA ARBOREA,RIA,Sardegna
COOP. SOC. CTR ONLUS,RIA,Sardegna
CRN CENTRO RIABi. NEUROPATICI,RIA,Sardegna
CTR ESPERIENZE ONLUS SANLURI,RIA,Sardegna
CTR-CENTRO RIABILITATIVO AHO,RIA,Sardegna
EX IPAB FONDAZ. S.G. BATTISTA,RIA,Sardegna
NUOVO CENTRO FISIOTERAPICO s.r,RIA,Sardegna
OPERA GESU` NAZARENO SASSARI,RIA,Sardegna
POLIAMBULATORIO -  MACOMER,STS,Sardegna
POLIAMBULATORIO - NUORO,STS,Sardegna
POLIAMBULATORIO - ORISTANO,STS,Sardegna
POLIAMBULATORIO - OROSEI,STS,Sardegna
POLIAMBULATORIO DI GUSPINI,STS,Sardegna
POLIAMBULATORIO DI SAN GAVINO MONREALE,STS,Sardegna
POLIAMBULATORIO DI SANLURI,STS,Sardegna
POLIAMBULATORIO IERZU,STS,Sardegna
POLIAMBULATORIO SINISCOLA,STS,Sardegna
POLIAMBULATORIO TORTOLI',STS,Sardegna
POLICLINICO SASSARESE-LABOR SP,RIA,Sardegna
PUNTO VACCINALE - OLBIA,STS,Sardegna
PUNTO VACCINALE - TEMPIO PAUSANIA,STS,Sardegna
PUNTO VACCINALE c/o PALAZZETTO DELLO SPORT - MACOMER,STS,Sardegna
PUNTO VACCINALE c/o PALESTRA EX POA - SINISCOLA,STS,Sardegna
PUNTO VACCINALE C/O PALESTRA MARIOTTI-ALGHERO,STS,Sardegna
PUNTO VACCINALE c/o PALESTRA SCUOLA MEDIA - OROSEI,STS,Sardegna
PUNTO VACCINALE CIUSA - NUORO,STS,Sardegna
PUNTO VACCINALE FIERA CAGLIARI,STS,Sardegna
PUNTO VACCINALE ISTITUTO COMPRENSIVO PASCOLI DELEDDA - CARBONIA,STS,Sardegna
PUNTO VACCINALE MACCIONI - NUORO,STS,Sardegna
PUNTO VACCINALE PALASPORT - ORISTANO,STS,Sardegna
PUNTO VACCINALE PALASPORT - SANT'ANTIOCO,STS,Sardegna
PUNTO VACCINALE QUARTIERE FIERISTICO-OZIERI,STS,Sardegna
PUNTO VACCINALE QUARTU SANT'ELENA,STS,Sardegna
PUNTO VACCINALE SAN GAVINO MONREALE,STS,Sardegna
PUNTO VACCINALE SAN GIOVANNI SUERGIU (PALASPORT),STS,Sardegna
Punto Vaccinale Territoriale-Complesso Quadrilatero Sassari,STS,Sardegna
PUNTO VACCINAZIONE TERRITORIALE IGLESIAS,STS,Sardegna
Riabilitazione NPI OlbiaTempio,RIA,Sardegna
S.C. RIAB.GLOB.SAN.SOCIOS.TER.,RIA,Sardegna
SARRABUS/GERREI DISTR.4,RIA,Sardegna
SERV. DI FISIOTERAPIA DISTR. 5,RIA,Sardegna
SERV. DI NEUROPSICHIA. DISTR.5,RIA,Sardegna
SERVIZIO DI N.P.I. - ALES,RIA,Sardegna
SERVIZIO DI N.P.I. - ORISTANO,RIA,Sardegna
SERVIZIO DI N.P.I. - TERRALBA,RIA,Sardegna
SISP-SASSARI COVID,STS,Sardegna
SISP-VACCINI COVID-ORISTANO,STS,Sardegna
SMERALDA RSA DI PADRU SRL,RIA,Sardegna
SOC.COOP.CTR arl-ONLUS,RIA,Sardegna
STUDIO FKT DR. MELE S.R.L,RIA,Sardegna
Tamponi fkt gallura s.r.l. - O,RIA,Sardegna
TAMPONI FKT GALLURA SRL - A,RIA,Sardegna
TAMPONI FKT TURRITANA S.R.L.,RIA,Sardegna
TAMPONI FKT TURRITANA S.R.L.,RIA,Sardegna
U.O.N.P.I.A.,RIA,Sardegna
UOC NEUR. IMF. DIS. CA A.VASTA,RIA,Sardegna
UOC NEUR. INF. DIS. CA A.VASTA,RIA,Sardegna
UONPIA RIAB. SAN GAVINO,RIA,Sardegna
UONPIA RIAB. SANLURI,RIA,Sardegna
UONPIA-NEURO RIABILITAZIONE,RIA,Sardegna
A.I.A.S.,RIA,Sicilia
A.I.A.S. - FRANCOFONTE,RIA,Sicilia
A.I.A.S. - PIAZZA ARMERINA,RIA,Sicilia
A.I.A.S. - TAORMINA,RIA,Sicilia
A.I.A.S. ONLUS,RIA,Sicilia
A.I.A.S. ONLUS SEZ DI ROSOLINI,RIA,Sicilia
A.I.A.S. PALAZZOLO A.,RIA,Sicilia
A.I.A.S. -PARTINICO,RIA,Sicilia
A.I.A.S. SEZ.ACIREALEC. GIARRE,RIA,Sicilia
A.I.A.S.SEZ.DI AGRIGENTO ONLUS,RIA,Sicilia
A.N.F.F.A.S. ONLUS DI CATANIA,RIA,Sicilia
A.N.F.F.A.S. ONLUS MESSINA,RIA,Sicilia
A.R.A. - ARCOBALENO,RIA,Sicilia
AIAS 'G. GENOVESE' SEZ. BARCEL,RIA,Sicilia
AIAS ONLUS SEZ. CASTELVETRANO,RIA,Sicilia
AIAS PACHINO,RIA,Sicilia
AIAS SAN FILIPPO DEL MELA-ONLU,RIA,Sicilia
AIAS SAN FILIPPO DEL MELA-ONLU,RIA,Sicilia
AIAS SEZ. ACIREALE,RIA,Sicilia
AIAS SEZ. MESSINA,RIA,Sicilia
AIAS SEZ.ACIREALE C.RANDAZZO,RIA,Sicilia
Ambulatorio Vaccinale Covid 19 Via Mule'  CL,STS,Sicilia
AMBULATORIO VACCINALE COVID PRESIDIO M.I.LONGO-MUSSOMELI,STS,Sicilia
AMBULATORIO VACCINALE COVID PRESIDIO S_ELIA,STS,Sicilia
AMBULATORIO VACCINALE COVID PRESIDIO V.E. GELA,STS,Sicilia
AMBULATORIO VACCINALE COVID TERRITORIALE - GELA,STS,Sicilia
AMBULATORIO VACCINALE COVID TERRITORIALE- CALTANISSETTA,STS,Sicilia
AMBULATORIO VACCINALE COVID TERRITORIALE-NISCEMI,STS,Sicilia
ASS. Assistenz. 'VILLA SANDRA',RIA,Sicilia
ASS. 'CASA FAM.ROSETTA' ONILUS,RIA,Sicilia
ASS.ASSIST.VILLA SANDRA,RIA,Sicilia
ASS.C.FAM.ROSETTA DON F.DIERNA,RIA,Sicilia
ASS.C.FAMIGLIA ROSETTA,RIA,Sicilia
ASS.ISTITUTO REGINA VIRGINUM,RIA,Sicilia
ASS.J.F.KENNEDY - C.RIAB.ONLUS,RIA,Sicilia
ASS.J.F.KENNEDY ACIREALE,RIA,Sicilia
Ass.ne Casa Famiglia Rosetta,RIA,Sicilia
ASSOC. SUOR ROSINA LA GRUA,RIA,Sicilia
ASSOCIAZIONE ARESS,RIA,Sicilia
ASSOCIAZIONE ASPER,RIA,Sicilia
ASSOCIAZIONE EIDOS - ONLUS,RIA,Sicilia
ASSOCIAZIONE MAIOR,RIA,Sicilia
Associazione Nuova Luce Onlus,RIA,Sicilia
ASSOCIAZIONE OASI CANA ONLUS,RIA,Sicilia
ASSOCIAZIONE PADRE PIO,RIA,Sicilia
Associazione Primavera Onlus,RIA,Sicilia
ASSOCIAZIONE PRIMAVERA ONLUS -,RIA,Sicilia
AUXILIUM C/TRO  SPASTICI RIAB.,RIA,Sicilia
Az. Osp. Univ. Paolo Giaccone,STS,Sicilia
Azienda ospedaliera per l'emergenza Cannizzaro,STS,Sicilia
azienda ospedaliera universitaria policlinico G. Martino,STS,Sicilia
C. RIAB. MEDICAL CENTER SRL,RIA,Sicilia
C. RIAB. QUOAD VALITUDINEM,RIA,Sicilia
C.DELLA SPERANZA DON ANGELO G.,RIA,Sicilia
C.E.P.A.I.D. ONLUS,RIA,Sicilia
C.M.S. Riab.in età evol.,RIA,Sicilia
C.Riab.ODA 'PECORINO-PATERNO',RIA,Sicilia
C.RIABIL.IMPP.M.SS.DEL CARMELO,RIA,Sicilia
C.S.R. - BARRAFRANCA,RIA,Sicilia
C.S.R. - CENTRO DI COMISO,RIA,Sicilia
C.S.R. - ENNA,RIA,Sicilia
C.S.R. - NICOSIA,RIA,Sicilia
C.S.R. CENTRO DI MODICA,RIA,Sicilia
C.S.R. CENTRO DI RAGUSA,RIA,Sicilia
C.S.R. Soc. Cons.arl - Melilli,RIA,Sicilia
C.S.R. soc.cons.arl - Augusta,RIA,Sicilia
C.S.R.Militello Val di Catania,RIA,Sicilia
C.S.R.Soc.Cons. a.r.l.,RIA,Sicilia
C/TRO CRS AIAS MAZARA,RIA,Sicilia
CAPP COOPERATIVA SOCIALE,RIA,Sicilia
CAPP COOPERATIVA SOCIALE,RIA,Sicilia
CdR A.eV.PECORINO-S.G.La Punta,RIA,Sicilia
CE. OP. A. R.ONLUS,RIA,Sicilia
Centro A.I.A.S. Belmonte Mezza,RIA,Sicilia
CENTRO AMICO ONLUS,RIA,Sicilia
CENTRO DIACONALE IST. VALDESE,RIA,Sicilia
CENTRO FIS. SPAZIO VITALE SRL,RIA,Sicilia
CENTRO MED. SOC. NEUROMOTULESI,RIA,Sicilia
CENTRO RIAB. S.TERESA DI RIVA,RIA,Sicilia
Centro Riabil. VILLA ANGELA,RIA,Sicilia
CENTRO RIABIL.VILLA FRANCESCA,RIA,Sicilia
CENTRO RIABILIT. ZACCO - ENNA,RIA,Sicilia
CENTRO RIABILITAZ.NEUROMOTORIA,RIA,Sicilia
CENTRO RIABILITAZIONE ACQUEDOL,RIA,Sicilia
CENTRO RIABILITAZIONE ORETO,RIA,Sicilia
CENTRO TERAPEUT RIABILITAT CTR,RIA,Sicilia
CENTRO VACCINALE - ALCAMO,STS,Sicilia
CENTRO VACCINALE - CASTELVETRANO,STS,Sicilia
CENTRO VACCINALE - FAVIGNANA,STS,Sicilia
CENTRO VACCINALE - MARSALA,STS,Sicilia
CENTRO VACCINALE - MAZARA  DEL VALLO,STS,Sicilia
CENTRO VACCINALE  PALA  ATRIA - PARTANNA,STS,Sicilia
CENTRO VACCINALE - PANTELLERIA,STS,Sicilia
CENTRO VACCINALE - SALEMI,STS,Sicilia
CENTRO VACCINALE ANTI COVID_19 C/O GUARDIA MEDICA BUCCHERI,STS,Sicilia
CENTRO VACCINALE ANTI COVID_19 USCAI MELILLI,STS,Sicilia
CENTRO VACCINALE ANTI COVID-19  IST. SCOLAST. COSTA AUGUSTA,STS,Sicilia
CENTRO VACCINALE ANTI COVID-19 C/O GUARDIA MEDICA CARLENTINI,STS,Sicilia
CENTRO VACCINALE ANTI COVID-19 C/O GUARDIA MEDICA FRANCOFONTE,STS,Sicilia
CENTRO VACCINALE ANTI COVID-19 C/O POLIAMB. SORTINO,STS,Sicilia
CENTRO VACCINALE ANTI COVID-19 C/O SEMP CANICATTINI B.,STS,Sicilia
CENTRO VACCINALE ANTI COVID-19 C/O SEMP FERLA,STS,Sicilia
CENTRO VACCINALE ANTI COVID-19 C/O SEMP LENTINI,STS,Sicilia
CENTRO VACCINALE ANTI COVID-19 C/O SEMP MELILLI,STS,Sicilia
CENTRO VACCINALE ANTI COVID-19 C/O SEMP PACHINO,STS,Sicilia
CENTRO VACCINALE ANTI COVID-19 C/O SEMP ROSOLINI,STS,Sicilia
CENTRO VACCINALE ANTI COVID-19 C/O SEMP SIRACUSA,STS,Sicilia
CENTRO VACCINALE ANTI COVID-19 C/O SEMP SOLARINO,STS,Sicilia
CENTRO VACCINALE ANTI COVID-19 CONSORZIO CERICA PRIOLO,STS,Sicilia
CENTRO VACCINALE ANTI COVID-19 P.O. AVOLA,STS,Sicilia
CENTRO VACCINALE ANTI COVID-19 P.O. LENTINI,STS,Sicilia
CENTRO VACCINALE ANTI COVID-19 URBAN CENTER SIRACUSA,STS,Sicilia
CENTRO VACCINALE ANTI-COVID-19 PROTEZIONE CIVILE PALAZZOLO A.,STS,Sicilia
CENTRO VACCINALE ANTTI COVID-19 P.O. AUGUSTA,STS,Sicilia
CENTRO VACCINALE BUSETO PALIZZOLO,STS,Sicilia
CENTRO VACCINALE HUB PORTOPALO,STS,Sicilia
CENTRO VACCINALE PALA D'ANGELO - ALCAMO,STS,Sicilia
CENTRO VACCINALE SAN  MICHELE -ERICE,STS,Sicilia
CENTRO VACCINAZIOE COVID C/O PO BASILOTTA,STS,Sicilia
CENTRO VACCINAZIONE ANTI COVID-19 AGRIGENTO,STS,Sicilia
CENTRO VACCINAZIONE ANTI COVID-19 CANICATTI,STS,Sicilia
CENTRO VACCINAZIONE ANTI COVID-19 HUB SCIACCA,STS,Sicilia
CENTRO VACCINAZIONE ANTI COVID-19 LICATA,STS,Sicilia
CENTRO VACCINAZIONE ANTI COVID-19 PALACONGRESSI VILLAGGIO MOSE¿,STS,Sicilia
CENTRO VACCINAZIONE ANTI COVID-19 POLIAMBULATORIO AGRIGENTO,STS,Sicilia
CENTRO VACCINAZIONE ANTI COVID-19 POLIAMBULATORIO BIVONA,STS,Sicilia
CENTRO VACCINAZIONE ANTI COVID-19 POLIAMBULATORIO CAMMARATA,STS,Sicilia
CENTRO VACCINAZIONE ANTI COVID-19 POLIAMBULATORIO CANICATTI,STS,Sicilia
CENTRO VACCINAZIONE ANTI COVID-19 POLIAMBULATORIO FAVARA,STS,Sicilia
CENTRO VACCINAZIONE ANTI COVID-19 POLIAMBULATORIO MENFI,STS,Sicilia
CENTRO VACCINAZIONE ANTI COVID-19 RIBERA,STS,Sicilia
CENTRO VACCINAZIONE ANTI COVID-19 SCIACCA,STS,Sicilia
CENTRO VACCINAZIONE ANTICOVID - BARCELLONA,STS,Sicilia
CENTRO VACCINAZIONE ANTICOVID - CONCATTEDRALE PATTI,STS,Sicilia
CENTRO VACCINAZIONE ANTICOVID - HUB CAPO D'ORLANDO,STS,Sicilia
CENTRO VACCINAZIONE ANTICOVID - HUB EX FIERA DI MESSINA,STS,Sicilia
CENTRO VACCINAZIONE ANTICOVID - HUB EX OSPEDALE MILITARE,STS,Sicilia
CENTRO VACCINAZIONE ANTICOVID - HUB LUMBI TAORMINA,STS,Sicilia
CENTRO VACCINAZIONE ANTICOVID - HUB PALARESCIFINA MESSINA,STS,Sicilia
CENTRO VACCINAZIONE ANTICOVID - HUB PARCO COROLLA MILAZZO,STS,Sicilia
CENTRO VACCINAZIONE ANTICOVID - MILAZZO,STS,Sicilia
CENTRO VACCINAZIONE ANTICOVID - PALATENDA BROLO,STS,Sicilia
CENTRO VACCINAZIONE ANTICOVID - PATTI,STS,Sicilia
CENTRO VACCINAZIONE ANTICOVID - PO BARCELLONA,STS,Sicilia
CENTRO VACCINAZIONE ANTICOVID - PO LIPARI,STS,Sicilia
CENTRO VACCINAZIONE ANTICOVID - PO MILAZZO,STS,Sicilia
CENTRO VACCINAZIONE ANTICOVID - PO MISTRETTA,STS,Sicilia
CENTRO VACCINAZIONE ANTICOVID - PO PATTI c/o BASILICA SANTI MARTIRI,STS,Sicilia
CENTRO VACCINAZIONE ANTICOVID - PO S. AGATA M.LLO,STS,Sicilia
CENTRO VACCINAZIONE ANTICOVID - PO TAORMINA,STS,Sicilia
CENTRO VACCINAZIONE ANTICOVID - S. ALESSIO SICULO,STS,Sicilia
CENTRO VACCINAZIONE ANTICOVID - S. TERESA DI RIVA,STS,Sicilia
CENTRO VACCINAZIONE CORLEONE,STS,Sicilia
CENTRO VACCINAZIONE COVID C/O PO CHIELLO,STS,Sicilia
CENTRO VACCINAZIONE COVID C/O PO UMBERTO I,STS,Sicilia
CENTRPO VACCINAZIONE ANTI COVID-19 C/O SEMP FLORIDIA,STS,Sicilia
COMUNITA` DELLA SPERANZA,RIA,Sicilia
"CONFR. S, MARIA DEL SOCCORSO",RIA,Sicilia
CONSORSIO SICILIANO RIABILITAZ,RIA,Sicilia
CONSORZIO SICILIANO RIABILITAZ,RIA,Sicilia
COOP. SOCIALE SPERANZA 2000,RIA,Sicilia
COOPERATIVA CAPP,RIA,Sicilia
CRS ALCAMO,RIA,Sicilia
CSR - SALEMI,RIA,Sicilia
CSR AIAS PACECO,RIA,Sicilia
CSR CATANIASEZ MARSALA,RIA,Sicilia
CTO - Centro vaccinazione,STS,Sicilia
CTS IST.MEDICO PSICOPED.ONLUS,RIA,Sicilia
Dip.Prev Ambulatorio Vaccinale 1 Ragusa,STS,Sicilia
Dip.Prev Ambulatorio Vaccinale 2 Vittoria,STS,Sicilia
Dip.Prev Ambulatorio Vaccinale 3 Modica,STS,Sicilia
Dip.Prev Ambulatorio Vaccinale 4  Comiso Ex Osp.,STS,Sicilia
Dip.Prev Ambulatorio Vaccinale 5  Ospedale Busacca,STS,Sicilia
Dip.Prev Ambulatorio Vaccinale 6 Pozzallo,STS,Sicilia
Dip.Prev Ambulatorio Vaccinale 7 Ispica,STS,Sicilia
DISMED ONLUS,RIA,Sicilia
Distretto Modica PV Territoriale,STS,Sicilia
Distretto Modica PVO Modica,STS,Sicilia
Distretto Ragusa PV Ompa,STS,Sicilia
Distretto Ragusa PVO GPII,STS,Sicilia
Distretto Vittoria PVO Comiso,STS,Sicilia
Distretto Vittoria PVO Vittoria,STS,Sicilia
DIV.-MED. FISICA RIABILITATIVA,RIA,Sicilia
EUBIOS,RIA,Sicilia
Eubios Soc. Coop. Sociale,RIA,Sicilia
FONDAZIONE C. D'ALESSANDRO ONL,RIA,Sicilia
Fondazione O.R.T.U.S. onlus,RIA,Sicilia
FONDAZIONE S. MERICI  SIRACUSA,RIA,Sicilia
HUB Auditorium Misterbianco Covid,STS,Sicilia
HUB Bronte covid,STS,Sicilia
HUB ex Mercato Ortofrutticolo Covid,STS,Sicilia
HUB Pala Tupparello Acireale Covid,STS,Sicilia
HUB Palabattiati S. Agata lì Battiati Covid,STS,Sicilia
HUB Palazzetto del Diporto Caltagirone Covid,STS,Sicilia
HUB VACCINALE PALA COSSIGA-GELA,STS,Sicilia
I.M.P.P. GIOVANNI XXIII,RIA,Sicilia
I.M.PSIC.PED. VILLA NAZARET,RIA,Sicilia
I.R.C.C.S. NEUROLESI BONINO PULEJO P.O. PIEMONTE,STS,Sicilia
I.R.C.C.S. NEUROLESI BONINO PULEJO-P.O. CASAZZA,STS,Sicilia
IO COMUNICO SRL,RIA,Sicilia
IPAB CASA DEL FANCIULLO,RIA,Sicilia
ISAS ARMONIA ONLUS,RIA,Sicilia
IST. S. A. MERICI - CANICATTIN,RIA,Sicilia
IST.RIAB.VILLAG. SAN GIUSEPPE,RIA,Sicilia
ISTITUTO DEI CIECHI,RIA,Sicilia
ISTITUTO M.P.P. LUCIA MANGANO,RIA,Sicilia
LEGA DEL FILO D'ORO ONLUS,RIA,Sicilia
MADRE DEL DIVINO AMORE,RIA,Sicilia
OASI DI TORRETTA ONLUS,RIA,Sicilia
Ospedale Civico,STS,Sicilia
Ospedale dei Bambini G. Di Cristina,STS,Sicilia
PRESIDIO OSPEDALIERO GASPARE RODOLICO,STS,Sicilia
PRESIDIO OSPEDALIERO S.MARCO,STS,Sicilia
PUNTO VACCINALE  12 Petralia,STS,Sicilia
PUNTO VACCINALE  14 CARINI,STS,Sicilia
PUNTO VACCINALE  15  Lampedusa e Linosas,STS,Sicilia
PUNTO VACCINALE 11 PALERMO,STS,Sicilia
PUNTO VACCINALE 13 PO INGRASSIA,STS,Sicilia
PUNTO VACCINALE 16-HUB MISILMERI,STS,Sicilia
PUNTO VACCINALE 17- HUB C/O CENTRO COMMERCIALE 'LA TORRE',STS,Sicilia
PUNTO VACCINALE 18- HUB CEFALU',STS,Sicilia
PUNTO VACCINALE 19 -  HUB BAGHERIA,STS,Sicilia
PUNTO VACCINALE 2 PARTINICO,STS,Sicilia
PUNTO VACCINALE 20 -CARINI C/O 'POSEIDON',STS,Sicilia
PUNTO VACCINALE 3 CORLEONE,STS,Sicilia
PUNTO VACCINALE 4 TERMINI,STS,Sicilia
PUNTO VACCINALE 5 CINISI,STS,Sicilia
PUNTO VACCINALE 6 Marineo,STS,Sicilia
PUNTO VACCINALE 7 PETRALIA,STS,Sicilia
PUNTO VACCINALE 8 BAGHERIA,STS,Sicilia
PUNTO VACCINALE 9 LERCARA,STS,Sicilia
PVO Acireale Covid,STS,Sicilia
PVO Biancavilla Covid,STS,Sicilia
PVO Bronte Covid,STS,Sicilia
PVO Caltagirone Covid,STS,Sicilia
PVO Giarre Covid,STS,Sicilia
PVO Militello Covid,STS,Sicilia
PVO Paternò Covid,STS,Sicilia
PVT AMBULATORIO Belpasso Covid,STS,Sicilia
PVT AMBULATORIO Linguaglossa Covid,STS,Sicilia
PVT AMBULATORIO Mascalucia Covid,STS,Sicilia
PVT AMBULATORIO Randazzo Covid,STS,Sicilia
PVT AMBULATORIO Scordia Covid,STS,Sicilia
PVT AVIS RAGUSA,STS,Sicilia
PVT POLIAMBULATORIO Adrano Covid,STS,Sicilia
RG HUB PALAMINARDI RAGUSA,STS,Sicilia
RG HUB-CENTRO VACCINAZIONE COVID AG DISTRIBUZIONE MODICA,STS,Sicilia
RG HUB-CENTRO VACCINAZIONE COVID FIERA EMAIA VITTORIA,STS,Sicilia
RG HUB-CENTRO VACCINAZIONE COVID OSPEDALE CIVILE,STS,Sicilia
RG HUBPROTEZIONE CIVILE SCICLI,STS,Sicilia
RG PVT - MMG AMB vaccini presso PROPRIO AMBULATORIO,STS,Sicilia
RG PVT - MMG DOM - vaccini A DOMICILIO dell'assistito,STS,Sicilia
RG PVT - Vaccinazioni domiciliari,STS,Sicilia
SAN MARTINO COOP.S.C. ISOPTERA,RIA,Sicilia
SOC. COOP. AMICA,RIA,Sicilia
SOC. SERV. RIABILITATIVI SPA,RIA,Sicilia
SOCIETA` POLISPORTIVA PALERMO,RIA,Sicilia
Stabilimento Pfizer Covid,STS,Sicilia
TRE ALI ONLUS,RIA,Sicilia
U.O.C. RIABILIT MINORI A. METR,RIA,Sicilia
UN. ITAL. CIECHI E IPOVEDENTI,RIA,Sicilia
UOC RIABILITAZIONE ADULTI E MI,RIA,Sicilia
UOC. Med. Fis. e Riabilitativa,RIA,Sicilia
uos. Med.Fis.e Riabilitativa,RIA,Sicilia
VILLA NAVE - SUORE TEATINE,RIA,Sicilia
A.I.A.B.A. ONLUS,RIA,Toscana
A.I.A.B.A. ONLUS CD D'ANNUNZIO,RIA,Toscana
A.I.R.R.I. GROSSETO,RIA,Toscana
A.I.R.R.I.SANTA FIORA,RIA,Toscana
A.N.F.F.A.S.,RIA,Toscana
A.N.F.F.A.S.,RIA,Toscana
AIAS,RIA,Toscana
AMB.RIAB. VILLA ERSILIA,RIA,Toscana
AMBULATORI EX ASL3,RIA,Toscana
AMBULATORI MISERICORDIA SRL CA,RIA,Toscana
ANFFAS ONLUS DI FIRENZE,RIA,Toscana
ASS.TRISOMIA21ONLUS CENTRO DI,RIA,Toscana
ASSOCIAZIONE AUTISMO FIRENZE O,RIA,Toscana
AUDITORIUM COMUNALE LORO CIUFF,STS,Toscana
AUTODROMO SCARPERIA,STS,Toscana
AZ. OSPEDALIERO - UNIVERSITARI,RIA,Toscana
AZIENDA OSPEDALIERA MEYER,RIA,Toscana
AZIENDA OSPEDALIERA UNIVERSITA,RIA,Toscana
BLUE CLINIC SRL,RIA,Toscana
C.A.R.O. OSPEDALE S.DONATO ARE,RIA,Toscana
C.DIURNO CELEBROLESI F.PRIMI,RIA,Toscana
C.R.I. IST.ANNA TORRIGIANI,RIA,Toscana
C.T.E. SRL CADORNA,RIA,Toscana
C.T.E. SRL CINQUE VIE,RIA,Toscana
C.T.E. SRL RIGNANO,RIA,Toscana
C.TRO SOCIO SAN. R.GIOVANNINI,RIA,Toscana
CASA DEL POPOLO GRASSINA,STS,Toscana
CASA DI CURA FRATE SOLE,RIA,Toscana
CASA DI CURA M.D. BARBANTINI,RIA,Toscana
CASA DI CURA SAN CAMILLO F.DEI,RIA,Toscana
CASA VERDE IRCCS FONDAZIONE ST,RIA,Toscana
CDR RSA DIACCETO FONDAZ. ODA,RIA,Toscana
CDR VILLA S.LUIGI FONDAZ ODA F,RIA,Toscana
CENT.RIAB.TERRANOVA BRACCIOLIN,RIA,Toscana
CENTRO AFFARI E CONVEGNI AREZZ,STS,Toscana
CENTRO DI RIABILITAZIONE VILLA,RIA,Toscana
CENTRO DI RIEDUCAZIONE ORTOFON,RIA,Toscana
CENTRO DIURNO ALBERO VIVO,RIA,Toscana
CENTRO ESPOSITIVO DI SCANDICCI,STS,Toscana
CENTRO INTEGRATO EDUC.NE E RIA,RIA,Toscana
CENTRO POLIFUNZION. CAMPIGLIA,RIA,Toscana
CENTRO POLITANO PSICOTICI,RIA,Toscana
CENTRO RIAB. LUIGI MONI,RIA,Toscana
CENTRO RIAB. SANTA FINA,RIA,Toscana
CENTRO RIABILITAZ. S.CATERINA,RIA,Toscana
CENTRO RIABILITAZIONE,RIA,Toscana
CENTRO RIABILITAZIONE MONTALCI,RIA,Toscana
CENTRO RIEDUC.DEL LINGUAGGIO,RIA,Toscana
CENTRO SOCIALE BIBBIENA,STS,Toscana
CENTRO SOCIO SANITARIO EX DIST,STS,Toscana
CENTRO VASARI  SRL,RIA,Toscana
CENTRO W.CERRANO DON GNOCCHI,RIA,Toscana
CERV - IRIFOR SEZ. PISA,RIA,Toscana
CINEMA MULTISALA GROSSETO,STS,Toscana
CIRCOLO MCL SAN BIAGIO PISTOIA,STS,Toscana
COOP. SOCIALE P.A.M.A.P.I.,RIA,Toscana
CRI PRESIDIO FRATICINI,RIA,Toscana
CTE SRL IL FORTINO,RIA,Toscana
CTE SRL RSD LE TORRI,RIA,Toscana
DISCOTECA KRONOS CASTEL DEL PI,STS,Toscana
DISCOTECA PAPILLON 78 MONTERON,STS,Toscana
DISTR CERTALDO ATT RIAB EX ART,RIA,Toscana
DISTR EMPOLI ATT RIAB EX ART 2,RIA,Toscana
DISTRETTO QUARRATA,RIA,Toscana
EX CHINO CHINI PONTASSIEVE,STS,Toscana
EX DISPENSARIO CPA,RIA,Toscana
EX DISTRETTO RIAB.  MARINA C,RIA,Toscana
EX FILANDA,RIA,Toscana
FISIOTERAPIA S. JACOPO,RIA,Toscana
FISIOTERAPIA SANTO STEFANO,RIA,Toscana
FOND MODI DI DIRE  CENTRO LOGO,RIA,Toscana
FOND. S. SEBASTIANO MISERICORD,RIA,Toscana
FOND. S. SEBASTIANO MISERICORD,RIA,Toscana
FONDAZIONE C.RI.D.A  SEDE PRAT,RIA,Toscana
FONDAZIONE C.RI.D.A. VIA FERRU,RIA,Toscana
FONDAZIONE CRIDA SEDE MONTALE,RIA,Toscana
FONDAZIONE DON GNOCCHI,RIA,Toscana
FONDAZIONE MARIA ASSUNTA IN CI,RIA,Toscana
FONDAZIONE MARIA ASSUNTA IN CI,RIA,Toscana
FONDAZIONE MARIA ASSUNTA IN CI,RIA,Toscana
FONDAZIONE MARIA ASSUNTA IN CI,RIA,Toscana
FONDAZIONE RAGGIO VERDE,RIA,Toscana
FONDAZIONE TURATI GAVINANA,RIA,Toscana
FONDAZIONE TURATI PISTOIA,RIA,Toscana
FONDERIA 1 SALA COMUNALE FOLLO,STS,Toscana
FORO BOARIO SAN SEPOLCRO,STS,Toscana
I.R.C.C.S. CENTRO DI RIAB. DON,RIA,Toscana
IFCA SPA-CASA DI CURA ULIVELLA,RIA,Toscana
INAIL CRM - CENTRO RIAB. MOTOR,RIA,Toscana
ISPO,RIA,Toscana
"IST.PRIV.RIABIL.  ""MADRE DIVIN",RIA,Toscana
IST.PRIVATO RIAB. MEDAGLIA MIR,RIA,Toscana
IST.PROSPERIUS CENTRO RIABILIT,RIA,Toscana
IST.RIAB. VILLAGGIO DELLA CONS,RIA,Toscana
ISTITUTO DI RIABILITAZIONE DI,RIA,Toscana
ISTITUTO DI RIABILITAZIONE DI,RIA,Toscana
LA BADIA SAN MINIATO ATT RIAB,RIA,Toscana
LA CUPOLINA SRL,RIA,Toscana
LAB. AUS. APPRENDIMENTO E COMU,RIA,Toscana
LABORATORIO AUSILI TECNOLOGICI,RIA,Toscana
LABORATORIO AUSILI TECNOLOGICI,RIA,Toscana
LABORATORIO AUSILI TECNOLOGICI,RIA,Toscana
LE CIVETTE,RIA,Toscana
